feat01,feat02
4.686686975775153,4.38722563599235
3.2213102600457217,3.946257805829733
5.986397947482091,6.31185686843912
8.043359027061875,-9.194934454345784
2.2130714109760623,2.716975261904653
2.0809969926470835,6.672494868815549
2.335612281112383,-9.601728712669015
1.861505643227324,6.539628031523466
5.8609431555709985,-13.573748552294084
1.4709563040191052,-13.071705604609784
4.883916889403357,-8.358552643092692
6.055920422958387,-4.649658899942764
2.939239692267624,7.381565398712046
1.2588218043911803,6.069407325841305
6.643736190704285,7.870408852108681
4.71799691299378,5.309698184811701
5.883673125584239,-8.694685787151274
4.462226587663961,-9.405785787632938
10.21582019510399,-7.750043137791112
7.641829334900219,-9.095873059515991
5.374602191702547,-9.0067726052041
5.352817318440614,5.034697072658576
3.21906333871613,1.7389361551406464
3.6943935213212336,5.804672933160255
7.673795372153766,-6.239716586196314
9.396582048186382,-6.095332716133368
0.827146168827616,5.915580518938322
5.439429157596544,5.668543881474602
2.384231172471581,4.175800946800779
6.66908481311588,-11.025132134249764
3.379919926133208,4.56151867932936
1.3930394900685126,5.603738693890248
4.086625608028778,3.401539798277863
6.226832841839616,-10.260225686983032
7.123063976171897,5.210440491161203
2.5768820480666665,4.014502970508188
1.2473658248713884,4.454358693663886
6.0651257075173675,-8.663155209468533
1.7140419041126234,-10.03050841101797
5.328751842657413,-8.79827857864849
2.006762374249838,3.3932961088373483
5.434995727202986,-9.934161433997852
3.162193739055488,4.621480005481101
-1.917241959399739,2.584219027845201
5.1453753508991396,9.906727814895188
4.891778487987782,-10.683579041022927
4.74813237320805,-8.960621140185525
6.2924652452421155,-7.178886265187546
4.567216854875883,2.9314562662174466
3.153208441672831,-9.314687255914698
1.5267379754063286,2.3351825589893247
-0.1687963317829606,3.6181841015321545
8.395486869008083,-11.744570784382521
5.958553193336021,-4.815026351389776
2.0977058712243464,2.2574565045602375
7.110862342100231,-9.177799418157013
5.294717169912517,-13.848385229775179
3.3376645975885415,7.246023996936048
7.93935739284523,-11.048900016814386
7.518778578951448,-12.42207307125876
4.994833080673875,-7.606816097813092
3.2588461481894417,4.034463147801201
3.428470870456192,8.204893599063166
1.891000327912701,7.486425114191379
0.5135699306078108,4.729937993751957
4.962048353446738,-10.588418812001704
3.4962815243013927,-7.528412856846562
4.557965516405789,-0.9831158913500317
3.5947416033232398,6.300825674221502
0.42675662807674186,4.198621757062614
3.336147790306044,-11.180978648156458
5.691829456854822,-10.537245042666644
7.481615910400207,3.4973641737548924
2.047307183851329,4.27831381433725
3.740734317147258,6.464026458344085
2.4097698910084877,-8.343759686794744
0.22129273704939845,4.5324913779732485
5.6247112970054065,-6.78896825862482
5.957436036719159,-9.367863961382032
4.701414499023638,-9.828772395135747
5.6613641873881955,-13.399874789060771
3.547546145809817,-10.563635446581273
5.30258880635011,-11.09274693430737
4.873223446552165,6.104782703544473
6.850330898374598,-7.7484227098531395
3.7698208311171575,6.18247575123342
3.81723058079501,-10.010356290232993
-0.749177695783021,6.200672275769337
5.109262399227603,4.863036204607055
5.201867922946599,-10.30932190709645
5.264168497701027,-10.643553174810947
7.683983171554674,-10.980581073755399
5.36206354525739,5.963108285268813
2.1989563294785457,5.090647951084272
5.007301435333742,3.832124024196703
6.746875967787545,-10.286704795691712
4.346654722669517,-8.168640972958762
6.556718204648174,-9.87980152826601
7.080410110659449,-13.49398525281498
1.7949122260854793,5.2582859869011
