feature1,feature2,class
0.017540128263882127,0.9522877611858915,0
1.235336759565396,-0.4186474697274477,1
1.466614270112993,-0.3084539008115757,1
0.6017104112964712,-0.42951546117209927,1
1.1579982424487056,-0.3364567030072937,1
-0.8788318824812006,0.8742985852741145,0
0.9579210766290892,-0.05140096708184019,0
-0.11279431646081384,0.11475677587156592,1
0.37266920004944853,0.9932687656943897,0
0.4709806787804043,0.9021839893633681,0
0.9364164452186992,-0.5580426669804637,1
-0.03373857347704756,0.969777886484886,0
0.9432388154215012,-0.4389440954589332,1
1.7160428268205916,-0.3900520704591153,1
1.845296338554857,-0.03844220515573536,1
-0.23083084011079974,0.7612116722311206,0
1.0847786229456187,0.4387583173356649,0
0.4976210426075579,-0.4494778945593479,1
-0.9470640454605921,0.4961161611942045,0
1.8035188824776078,0.1854185751683,1
1.7159035913097125,-0.38678349438876486,1
-0.35384011045543373,1.018732975751946,0
0.8450913457141498,0.5242025783618002,0
0.7610362531435171,0.6002066195884069,0
0.26579663753661287,-0.2533496308869647,1
0.9542379690000828,0.21013889837579774,0
-0.0073683075352403045,0.20169251562238194,1
0.8619861732794886,0.3652778524870639,0
1.3406208832132445,-0.446116244353573,1
1.9430529029713102,0.48229142670351804,1
2.0141450704411588,0.2317635644720942,1
0.1550195002847407,1.0523029390294634,0
1.0318223633363455,0.49553522456079296,0
0.33303964670149133,-0.04115433998880937,1
-0.08264931777307966,0.884691839325054,0
1.3364574350458918,-0.40220160317402487,1
0.21490472884167944,0.9098035012524259,0
0.26439037193169307,-0.3787104569646707,1
-0.9824809832490132,0.14110887096809863,0
0.5845378159580389,0.9096346097322273,0
1.0660881523139267,-0.39804029560050574,1
1.7394553813545803,-0.39888655156262265,1
0.08794062783972677,0.09284391292289329,1
-0.09527742146823233,0.4928821511605451,1
-0.9541536890446042,0.178189559796266,0
-0.6264491611114363,0.7178693144004638,0
2.138168339666115,0.6064915083117522,1
1.8145604781999205,-0.2767436063310055,1
1.3392409832349634,-0.5112457934474146,1
0.9773810221660222,-0.00775639389218214,0
0.6696619452233092,0.7908549947995059,0
-0.22160533397915683,0.9286020191006528,0
1.9219583809956975,0.20787982110846395,1
-0.7237776462153235,0.6473615813359463,0
-0.053251945971861725,0.8884449103562682,0
0.6243111240223993,0.8488925349338334,0
-0.018533757377548934,0.1066329200068392,1
-0.5409050554401078,0.8281273798019427,0
-0.5489312661104523,0.697634050128547,0
-1.065652881633384,0.30983547322303284,0
0.9198918050373741,0.7520495517611239,0
1.0021346331626149,0.20131273480889467,0
1.9609989973158894,0.12375298615061832,1
2.040640640031652,0.19889470225545974,1
0.19204621859314225,-0.008136727545467497,1
0.7971474511598371,-0.5394761431229893,1
-0.7308606151869481,0.31469873456745834,0
1.1498682613770332,0.003650735814791639,0
0.36254195128433403,-0.3856436101187449,1
-0.5973093547517412,0.9451371614294886,0
0.5269142126197742,0.7953314528103488,0
1.9739207185278984,0.06992380232788627,1
0.16090692309710464,0.012126052341716043,1
-0.48992171018308484,0.7969905200999522,0
0.4419905653503301,1.0037961888609106,0
0.02652476839406033,0.08059218945691607,1
0.28158783624859945,-0.02160864695947154,1
-0.9580023094601038,0.5037460805528338,0
-0.9251523091437017,0.015351221377764061,0
0.31922112164003374,1.0590092237088649,0
1.6264121703732815,-0.18023485190441987,1
0.35971281733229865,-0.30453769248862816,1
0.6157441451283037,-0.30682350216613297,1
1.057295156020142,-0.49855352947564424,1
0.6533292436880291,-0.31017878289938655,1
-1.0178581423389512,-0.14454555188247067,0
0.7769330091097175,0.7996223279667878,0
-0.8127975848547171,0.15661523381365267,0
1.1034448747835761,0.3310219719350785,0
0.04292221417257248,0.5805065616872508,1
0.1562518328477948,0.9009040184222515,0
1.8617727416651708,-0.10900394784990138,1
-0.7275639983670144,0.480558066000865,0
1.8819947227740348,0.07280324415324471,1
1.0328722033477755,-0.6432169973658008,1
-0.476074527065309,0.9193140657770573,0
0.17894703319737562,0.23816841599964872,1
0.8860012274300699,-0.5112887212544991,1
-0.8646307653014047,0.4452812354354665,0
1.4807404034461167,-0.3651274872034277,1
