feature1,feature2,class
-2.3682563379562525,0.6056154331954651,0
-2.46031271448716,1.7297594874431663,0
1.2923903842738693,-2.29187498296519,1
-3.780302891599273,-1.5347755835809522,0
3.2975339724168338,1.1851314760771499,1
2.6396421346983754,1.7558614576471951,1
-1.9008038376107077,-2.579689691308209,0
2.94422892304499,1.3246201618517137,1
2.0337520129597872,-2.2655920949044175,1
-1.6496292374251191,1.4545000943326472,0
-1.7071963301810384,2.3597260614049897,0
2.805714347956198,-1.9250203989130488,1
-3.04789476385797,-1.7664571485774345,0
-1.9780706643056196,1.6067967739412246,0
-1.0715060657969757,-1.104404916394882,0
0.6295118710949716,2.4203176304586513,1
-2.361483200148856,2.7959831759794227,0
2.230204225347416,-1.9871798360297253,1
-2.241046195684771,1.6892662372229958,0
5.263112443047762,0.9931733962385647,1
3.084220591539396,-2.446668274904795,1
1.3735608173525544,2.663444925186919,1
1.6399700054971351,-1.9544286527765877,1
1.630503424345006,2.8014679290202458,1
2.0394891485344266,-2.2015422759403847,1
-2.2679636703394563,2.532914517431356,0
-1.6847263375410564,-1.5864071049883088,0
-1.6303972999190757,-1.964799582452298,0
2.422924753061534,1.7484983868666788,1
2.3224640291508223,1.8212645786220942,1
-1.6896719164557654,0.8342471221797281,0
0.4063808988513593,-2.0978772012726616,1
2.4807147405350958,1.2209506857123988,1
-1.7019391655503953,1.3176317963548136,0
2.8786763148608143,1.2244129974261222,1
0.7394390432533438,-2.2878180398948524,1
-1.9225142390308543,2.4397916579637324,0
-1.6056776342109211,-2.249158602394524,0
-1.4089449272078356,-1.656846503170648,0
-2.282662827832216,1.4817853914237955,0
-2.347235715588457,1.6503715679158268,0
1.7883147445560748,2.157311863729393,1
0.2968650815131788,3.1632575007386357,1
2.0899675525015273,-1.5507553948334427,1
-2.047401134236472,-1.075105683426367,0
-2.087513309426587,2.615782628012819,0
-1.8998958868619877,1.8229861582922262,0
1.9561418962580226,-1.914023386406063,1
0.3507388964529179,-2.2461947996491696,1
2.618029002397093,-2.1536427704029304,1
-1.8912673780664053,2.6443059987425643,0
-1.7725781989662914,0.9415283344752521,0
1.5968435586291825,-1.992013475558568,1
2.3156190145743825,-2.067819482757975,1
3.8886125443325765,-2.0217072812988635,1
-2.483651792790842,-2.114490147146145,0
2.4696708612255662,2.1003004778195473,1
-1.7145602908396331,-1.7640592165071132,0
1.4181287074028543,-2.0017493647764955,1
-2.2615567868062243,-2.1968581826077016,0
-1.7022342702164845,-2.7053193721081827,0
0.3391336420774731,-2.03167318138889,1
-2.665107721552723,2.0555118609463117,0
-1.8455823060434149,-1.627896560173773,0
2.138894994186127,-1.880015705204832,1
2.3151513408369135,-1.9792327394915599,1
-2.3186266678451783,-1.7898162281421235,0
-1.7541969920131992,1.42934753732792,0
-1.8678529116542584,-2.0176752203320962,0
-1.8739975025017466,1.9203642760073243,0
-0.8346795662884232,-3.569144526981861,0
-2.188742750222408,-2.767419584859311,0
-2.0082714309147804,1.255795744951509,0
1.9829980913634007,1.7355125875593873,1
-2.061694754442074,-1.8041718909461537,0
-2.849956119984669,-2.543645398253486,0
2.3775940782041283,-2.5654557466137944,1
-2.688574175395682,2.9520663024342992,0
1.7086829748946368,1.7665834406228238,1
1.7322219413699274,-1.9806442167025295,1
3.4110264520904177,0.6138639538433357,1
1.7444739573606127,2.4131122633752264,1
1.4904922138581227,3.280835675462257,1
-1.3515150437696786,-1.2204909747850834,0
1.0360195656967306,2.364026403556297,1
-1.9338269579567735,2.2581897175810135,0
1.8424477589276211,1.7379139246448227,1
-1.9056967583756919,1.7371921786930664,0
3.5440449700541397,1.2614258918670123,1
2.252058577755176,1.3848140489358811,1
-3.1770643180005966,-1.0278507602593425,0
-2.111576728932535,-3.0661389223301665,0
-2.8752314531370877,-1.5593754401024844,0
1.7308094972762296,1.8012853354651432,1
2.6317968302238914,-1.852007834905716,1
-1.699185431895339,2.220761533142957,0
1.0378315098935,2.521378791818482,1
2.701200090272967,-1.61697716668206,1
-2.4384279086669185,-0.997693665157334,0
1.5236769989388428,-1.7621283728878019,1
