feat01,feat02
6.734885946198397,-9.389947733578877
5.691924451027039,-9.476412487097
2.133085627192807,5.68423767069884
1.733531338762957,4.486740433887585
4.658049289951239,6.720891799111538
5.430704296268953,-9.759561223404912
1.1646432113622922,5.596678313780849
5.655042995459579,-9.139823399981623
5.69248302933547,-7.199993682100873
5.55912116109487,-10.061103027739307
3.2381173681821354,4.828657393045217
5.525562081170163,-8.186964635718395
2.457174806194986,5.965150108271676
5.859439055288517,-8.381923638999758
6.0477488392254,-10.305046573530866
5.067668363410043,5.893536588282665
6.086644416561232,-9.935832904251841
5.826622853587267,-9.9225933498975
5.159095676661351,-10.134270026917449
1.6278321610110704,4.178068833099992
2.3104655153698674,4.854171959610348
3.5151894369081638,5.1796584480997145
4.289810653503875,-9.449824134363334
3.8017498516353854,4.278267620300522
3.7191475553337723,3.557521621548841
2.560692227331348,4.613897203629996
6.910949867171501,-10.664765898597246
3.448684584677012,-11.328333308710878
4.461347194818156,-8.556686934829266
3.881012573223651,-9.593344862740492
2.6470593617093217,5.265171854576171
2.992321119616732,5.436980552443955
2.5918425147085618,4.446781569772748
1.8683735562555535,4.763380012061725
2.987718477337242,7.443728707206839
2.3338244524620735,5.288247587085459
6.5501041187443425,-7.912338799504142
2.4407824425814173,4.474348751177369
5.155164877369138,-8.971756827952332
6.682885129090074,-10.316930514813178
