feature1,feature2,class
-1.3665659349077939,1.7544768025483153,0
-0.9543445834884716,1.411436947186096,0
3.4890637834283162,1.213152636780535,1
-2.3007849287542563,-1.8719873968530647,0
-1.7559742836036345,2.0948656789881874,0
-1.483862631182364,-2.294397386611153,0
1.296235301271468,-2.0863418989023845,1
-0.7860906888759238,2.002046766478521,0
2.2920896909516077,1.6607283632541003,1
-3.7946596944564766,-1.048466759595283,0
-2.477739303784694,-1.7639552311182138,0
-1.5365895914755354,0.8854217480092599,0
1.3275404380621159,1.2125813386634783,1
-2.8461203128659136,1.707188014784398,0
-2.0076334301975844,-1.982673327712071,0
-1.1810569077007382,-2.4877162965902477,0
-2.9273487356985886,1.6038865533291553,0
1.9799185501725256,2.1161094593881136,1
-1.978462634559926,1.5914101226519932,0
-0.028400049513555015,-2.273191567726175,1
-3.1036971974226475,-1.441268124170693,0
-0.1325016179626477,-2.904833426705798,0
1.6178187359254261,1.8545897429904472,1
-2.126458033583911,1.3622416443048107,0
0.8030910376085294,-2.348509218463408,1
-3.8448256807167946,-1.0145335667860689,0
2.3734095464684772,1.4563205369032566,1
-1.7710278223037417,-2.205993343101254,0
-1.736377750184106,2.200678865830275,0
-3.0537979578410743,-1.4170487079931948,0
1.9235330054288138,1.9537071275363402,1
-3.24882585573628,3.00367980493765,0
-1.0511232488889268,2.3802479585708305,0
-1.501999745404223,1.831390177137511,0
-0.25636973702896704,0.661313139560475,0
2.157369775172291,-1.6050562288797776,1
0.7461967821247311,1.3175080243955066,1
1.7350168020144743,0.9121305178332151,1
2.1391902620809407,-2.0042537423684332,1
3.390216164650055,-1.6271832821604448,1
-1.284617265599239,1.0054643515564883,0
-0.8720148123206011,-2.544276713167183,0
1.9948363598016825,-2.4044070727535574,1
-1.5557510727441404,2.188525483649792,0
-2.553900029983774,-1.8504997100497749,0
1.149659919519216,-2.222459568948589,1
1.4869873237596565,1.9960461704594532,1
-1.7138132384729639,-2.02760374999026,0
1.2914470351277227,-2.0793248474568244,1
-1.6234440851027072,-2.2935797139170937,0
1.5669665093461753,2.9102008524387677,1
-1.1237080287928176,2.5129065797695698,0
-1.4461516244752284,1.2616299494412138,0
-2.050349418715345,-1.986720619047409,0
-2.4348343791107383,2.4626634554933493,0
0.1752747543688269,1.7885652375752368,0
0.5307261833189043,-3.053311209248746,1
-1.3931225592167362,-2.2126195327752085,0
-2.398102067496081,-1.683007169563634,0
2.0546834492837776,-1.8974708711359352,1
-0.4899081576002162,-2.78980475073966,1
1.1283409418196866,1.1183154320962838,1
1.7157953959713965,1.3809774698538424,1
2.4452791854710094,3.4448229577722627,1
2.9464978430081565,1.9691924416172828,1
0.57601965101161,-2.449968418343214,1
-2.3973718160706468,2.159632868656857,0
-0.9963112755956467,-2.484521220707886,0
-0.229371506410474,-2.8238857698498987,1
-2.1499871884832595,1.6739911051899161,0
-1.4191200837431563,1.803896985636472,0
2.158179752785484,-2.333102659529948,1
3.0507960501172393,2.233929806206089,1
-2.698301851116328,-1.6580659988119333,0
1.4939429846691556,1.481919891205104,1
1.3162809322188869,-2.3267867390760006,1
1.7683399251846452,1.3761026975449078,1
0.24575941794654677,2.225647553136123,1
3.070711792171422,-2.276481872667213,1
-2.2094837748989944,2.2355542811128797,0
2.8699094565827123,2.250725148889049,1
0.8302714945687022,-0.23245799079586194,1
1.2080407285658938,-2.350139216450632,1
3.586653529030247,-1.3326611804284019,1
-2.657646808971556,-1.7444527410332253,0
2.773039567418935,-1.6154557037217323,1
-1.0562129814597727,2.8532687707014697,0
2.137061064160107,1.0660840619090026,1
-0.4480504538016856,-2.767718642507214,0
-1.9962637969673904,-2.000357821608783,0
2.4915520399703848,-1.862324368241357,1
-2.3190889859261232,-1.940117172669721,0
2.270496379471824,1.7019610816819335,1
2.8446943372839764,-1.3120910881988403,1
1.9112114822111004,1.4884223522704432,1
-2.927270965731148,-1.4951828859347804,0
3.18254191602568,2.116921890427983,1
0.21710043190784045,-2.6886696676782957,1
1.9859602399655722,-1.793606474636547,1
0.46467880224128955,-2.461116221441581,1
